,index,Unnamed: 0,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,ratecode_id,store_and_fwd_flag,pu_loc_id,do_loc_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,month,day,trip_duration,duration_minutes,pickup_dropoff,mean_distance,mean_duration,rush_hour
458,21258,101614935,1,2017-12-01 15:24:13,2017-12-01 16:37:08,1,16.9,2,N,229,132,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,December,Friday,0 days 01:12:55,72.91666666666667,229 132,16.683333333333334,46.040740740740745,0
459,21280,99867307,1,2017-11-25 18:14:34,2017-11-25 18:59:12,1,20.3,2,N,132,141,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,November,Saturday,0 days 00:44:38,44.63333333333333,132 141,19.14,50.39722222222222,0
460,21289,93411513,2,2017-11-04 18:54:35,2017-11-04 19:46:09,5,19.67,2,N,132,151,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,November,Saturday,0 days 00:51:34,51.56666666666667,132 151,19.834,48.53333333333334,0
461,21315,18103885,1,2017-03-04 15:31:50,2017-03-04 15:31:54,1,0.9,2,N,132,132,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,March,Saturday,0 days 00:00:04,0.06666666666666667,132 132,3.848235294117647,4.954901960784314,0
462,21322,109345316,1,2017-12-25 14:01:07,2017-12-25 14:30:27,2,16.5,2,N,164,132,1,52.0,0.0,0.5,8.0,5.76,0.3,66.56,December,Monday,0 days 00:29:20,29.333333333333332,164 132,16.44333333333333,39.916666666666664,0
463,21327,19261825,2,2017-03-07 19:20:38,2017-03-07 19:53:40,3,18.07,2,N,132,161,1,52.0,4.5,0.5,12.57,5.54,0.3,75.41,March,Tuesday,0 days 00:33:02,33.03333333333333,132 161,18.601666666666667,46.481944444444444,1
448,20681,86265499,1,2017-10-13 17:46:42,2017-10-13 18:56:20,1,19.6,2,N,132,263,1,52.0,4.5,0.5,5.5,5.76,0.3,68.56,October,Friday,0 days 01:09:38,69.63333333333334,132 263,19.21,39.97666666666667,1
449,20707,47734700,2,2017-06-02 22:21:39,2017-06-02 23:17:23,1,19.02,2,N,132,79,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,June,Friday,0 days 00:55:44,55.733333333333334,132 79,19.43166666666667,47.275,0
450,20738,90395542,1,2017-10-26 16:57:16,2017-10-26 17:54:57,1,17.1,2,N,132,107,2,52.0,4.5,0.5,0.0,5.76,0.3,63.06,October,Thursday,0 days 00:57:41,57.68333333333333,132 107,17.561666666666667,50.455555555555556,1
451,20788,41742586,1,2017-05-10 13:24:08,2017-05-10 14:33:50,2,18.6,2,N,132,230,4,52.0,0.0,0.5,0.0,11.52,0.3,64.32,May,Wednesday,0 days 01:09:42,69.7,132 230,18.5712,59.59533333333333,0
452,20818,88096273,1,2017-10-19 12:22:56,2017-10-19 13:24:35,2,16.6,2,N,132,48,1,52.0,0.0,0.5,0.0,5.76,0.3,58.56,October,Thursday,0 days 01:01:39,61.65,132 48,18.761904761904763,58.24444444444444,0
453,20841,68378493,2,2017-08-12 20:14:11,2017-08-12 21:00:46,2,20.32,2,N,132,87,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,August,Saturday,0 days 00:46:35,46.583333333333336,132 87,19.96,50.68611111111111,0
454,20941,14871013,2,2017-02-24 17:28:07,2017-02-24 18:30:58,1,18.62,2,N,132,48,2,52.0,4.5,0.5,0.0,5.54,0.3,62.84,February,Friday,0 days 01:02:51,62.85,132 48,18.761904761904763,58.24444444444444,1
455,20988,15147563,1,2017-02-25 12:27:23,2017-02-25 13:00:29,3,17.8,2,N,107,132,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34,February,Saturday,0 days 00:33:06,33.1,107 132,16.755,50.75416666666666,0
24,984,71264442,1,2017-08-23 18:23:26,2017-08-23 19:18:29,1,16.7,2,N,132,230,1,52.0,4.5,0.5,42.29,0.0,0.3,99.59,August,Wednesday,0 days 00:55:03,55.05,132 230,18.5712,59.59533333333333,1
25,1082,11006300,2,2017-02-07 17:20:19,2017-02-07 17:34:41,1,1.09,2,N,170,48,2,52.0,4.5,0.5,0.0,5.54,0.3,62.84,February,Tuesday,0 days 00:14:22,14.366666666666667,170 48,1.2657894736842106,14.1359649122807,1
26,1097,68882036,2,2017-08-14 23:01:15,2017-08-14 23:03:35,5,2.12,2,N,265,265,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,August,Monday,0 days 00:02:20,2.3333333333333335,265 265,1.6316666666666666,7.033333333333334,0
27,1110,74720333,1,2017-09-06 10:46:17,2017-09-06 11:44:41,1,19.1,2,N,239,132,1,52.0,0.0,0.5,15.8,0.0,0.3,68.6,September,Wednesday,0 days 00:58:24,58.4,239 132,19.795,50.5625,0
28,1179,51937907,2,2017-06-19 06:23:13,2017-06-19 07:03:53,6,19.77,2,N,238,132,1,52.0,0.0,0.5,17.57,5.76,0.3,76.13,June,Monday,0 days 00:40:40,40.666666666666664,238 132,19.47,53.86111111111111,1
29,1232,112806811,2,2017-01-06 10:58:06,2017-01-06 11:37:45,5,17.58,2,N,100,132,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,January,Friday,0 days 00:39:39,39.65,100 132,17.2175,35.22083333333333,0
30,1252,106367855,2,2017-12-15 16:45:45,2017-12-15 18:27:45,5,18.42,2,N,233,132,1,52.0,4.5,0.5,20.0,5.76,0.3,83.06,December,Friday,0 days 01:42:00,88.74999999999999,233 132,17.40888888888889,58.47962962962962,1
31,1361,46125784,1,2017-05-29 21:39:46,2017-05-29 22:10:59,1,18.7,2,N,132,90,1,52.0,0.0,0.5,7.5,5.76,0.3,66.06,May,Monday,0 days 00:31:13,31.216666666666665,132 90,18.666666666666668,43.62222222222223,0
16,816,13731926,2,2017-02-21 06:11:03,2017-02-21 06:59:39,5,16.94,2,N,132,170,1,52.0,0.0,0.5,2.0,5.54,0.3,60.34,February,Tuesday,0 days 00:48:36,48.6,132 170,17.203,37.11333333333333,1
17,818,52277743,2,2017-06-20 08:15:18,2017-06-20 10:24:37,1,17.77,2,N,132,246,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,June,Tuesday,0 days 02:09:19,88.74999999999999,132 246,18.515,66.3,1
18,835,2684305,2,2017-01-10 22:29:47,2017-01-10 23:06:46,1,18.57,2,N,132,48,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,January,Tuesday,0 days 00:36:59,36.983333333333334,132 48,18.761904761904763,58.24444444444444,0
19,840,90860814,2,2017-10-27 21:50:00,2017-10-27 22:35:04,1,22.43,2,N,132,163,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,October,Friday,0 days 00:45:04,45.06666666666667,132 163,19.229,52.94166666666666,0
20,861,106575186,1,2017-12-16 06:39:59,2017-12-16 07:07:59,2,17.8,2,N,75,132,1,52.0,0.0,0.5,6.0,5.76,0.3,64.56,December,Saturday,0 days 00:28:00,28.0,75 132,18.4425,36.204166666666666,0
21,881,110495611,2,2017-12-30 05:25:29,2017-12-30 06:01:29,6,18.23,2,N,68,132,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,December,Saturday,0 days 00:36:00,36.0,68 132,18.785,58.03333333333333,0
22,958,87017503,1,2017-10-15 22:39:12,2017-10-15 23:14:22,1,21.8,2,N,132,261,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,October,Sunday,0 days 00:35:10,35.166666666666664,132 261,22.115000000000002,51.49375,0
23,970,12762608,2,2017-02-17 20:39:42,2017-02-17 21:13:29,1,19.57,2,N,132,140,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,February,Friday,0 days 00:33:47,33.78333333333333,132 140,19.293333333333333,36.791666666666664,0
8,468,80904240,2,2017-09-26 13:48:26,2017-09-26 14:31:17,1,17.27,2,N,186,132,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,September,Tuesday,0 days 00:42:51,42.85,186 132,17.096,42.92,0
9,520,33706214,2,2017-04-23 21:34:48,2017-04-23 22:46:23,6,18.34,2,N,132,148,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8,April,Sunday,0 days 01:11:35,71.58333333333333,132 148,17.994285714285716,46.34047619047619,0
10,569,99259872,2,2017-11-22 21:31:32,2017-11-22 22:00:25,1,18.65,2,N,132,144,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,November,Wednesday,0 days 00:28:53,28.883333333333333,132 144,18.537499999999998,37.0,0
11,586,54444647,2,2017-06-26 13:39:12,2017-06-26 14:34:54,1,17.76,2,N,211,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,June,Monday,0 days 00:55:42,55.7,211 132,16.580000000000002,61.69166666666667,0
12,692,94424289,2,2017-11-07 22:15:00,2017-11-07 22:45:32,2,16.97,2,N,132,170,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,November,Tuesday,0 days 00:30:32,30.533333333333335,132 170,17.203,37.11333333333333,0
13,717,103094220,1,2017-12-06 05:19:50,2017-12-06 05:53:52,1,20.8,2,N,132,239,1,52.0,0.0,0.5,5.85,5.76,0.3,64.41,December,Wednesday,0 days 00:34:02,34.03333333333333,132 239,20.90125,44.8625,0
14,719,66115834,1,2017-08-04 17:53:34,2017-08-04 18:50:56,1,21.6,2,N,264,264,1,52.0,4.5,0.5,12.6,5.76,0.3,75.66,August,Friday,0 days 00:57:22,57.36666666666667,264 264,3.1791512915129148,15.577552275522754,1
15,782,55934137,2,2017-06-09 09:31:25,2017-06-09 10:24:10,2,18.81,2,N,163,132,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,June,Friday,0 days 00:52:45,52.75,163 132,17.275833333333335,52.33611111111111,1
480,22020,106328350,2,2017-12-15 14:23:57,2017-12-15 15:35:38,3,15.7,2,N,79,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,December,Friday,0 days 01:11:41,71.68333333333334,79 132,16.9675,47.020833333333336,0
1,110,47959795,1,2017-06-03 14:24:57,2017-06-03 15:31:48,1,18.0,2,N,132,163,1,52.0,0.0,0.5,0.0,0.0,0.3,52.8,June,Saturday,0 days 01:06:51,66.85,132 163,19.229,52.94166666666666,0
2,161,95729204,2,2017-11-11 20:16:16,2017-11-11 20:17:14,1,0.23,2,N,132,132,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,November,Saturday,0 days 00:00:58,0.9666666666666667,132 132,3.848235294117647,4.954901960784314,0
3,247,103404868,2,2017-12-06 23:37:08,2017-12-07 00:06:19,1,18.93,2,N,132,79,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,December,Wednesday,0 days 00:29:11,29.183333333333334,132 79,19.43166666666667,47.275,0
4,379,80479432,2,2017-09-24 23:45:45,2017-09-25 00:15:14,1,17.99,2,N,132,234,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2,September,Sunday,0 days 00:29:29,29.483333333333334,132 234,17.654,49.833333333333336,0
5,388,16226157,1,2017-02-28 18:30:05,2017-02-28 19:09:55,1,18.4,2,N,132,48,2,52.0,4.5,0.5,0.0,5.54,0.3,62.84,February,Tuesday,0 days 00:39:50,39.833333333333336,132 48,18.761904761904763,58.24444444444444,1
6,406,55253442,2,2017-06-05 12:51:58,2017-06-05 13:07:35,1,4.73,2,N,228,88,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,June,Monday,0 days 00:15:37,15.616666666666667,228 88,4.73,15.616666666666667,0
7,449,65900029,2,2017-08-03 22:47:14,2017-08-03 23:32:41,2,18.21,2,N,132,48,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,August,Thursday,0 days 00:45:27,45.45,132 48,18.761904761904763,58.24444444444444,0
88,3748,62943780,2,2017-07-24 19:04:42,2017-07-24 19:48:23,1,20.6,2,N,132,151,1,52.0,4.5,0.5,9.0,5.76,0.3,72.06,July,Monday,0 days 00:43:41,43.68333333333333,132 151,19.834,48.53333333333334,1
89,3792,7369217,2,2017-02-01 17:43:26,2017-02-01 18:34:39,1,18.9,2,N,75,132,2,52.0,4.5,0.5,0.0,0.0,0.3,57.3,February,Wednesday,0 days 00:51:13,51.21666666666667,75 132,18.4425,36.204166666666666,1
90,3830,50656823,2,2017-06-15 14:37:19,2017-06-15 15:36:13,1,17.81,2,N,132,164,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,June,Thursday,0 days 00:58:54,58.9,132 164,18.7575,59.56041666666667,0
91,3838,45311434,1,2017-05-26 16:35:08,2017-05-26 17:44:17,2,17.1,2,N,132,186,1,52.0,4.5,0.5,12.6,5.76,0.3,75.66,May,Friday,0 days 01:09:09,69.15,132 186,18.375,56.43611111111111,1
92,3920,92675198,2,2017-11-02 16:13:55,2017-11-02 17:37:07,1,17.65,2,N,48,132,1,52.0,4.5,0.5,8.1,0.0,0.3,65.4,November,Thursday,0 days 01:23:12,83.2,48 132,17.69,46.705555555555556,1
93,4085,80699817,1,2017-09-25 19:02:14,2017-09-25 19:55:38,1,18.7,2,N,132,48,1,52.0,4.5,0.5,11.45,0.0,0.3,68.75,September,Monday,0 days 00:53:24,53.4,132 48,18.761904761904763,58.24444444444444,1
94,4121,70092339,2,2017-08-19 09:10:20,2017-08-19 09:48:05,1,18.69,2,N,48,132,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2,August,Saturday,0 days 00:37:45,37.75,48 132,17.69,46.705555555555556,0
95,4128,18611709,2,2017-03-11 17:08:27,2017-03-11 18:01:42,1,20.69,2,N,132,141,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,March,Saturday,0 days 00:53:15,53.25,132 141,19.14,50.39722222222222,0
80,3559,47187923,1,2017-06-01 14:55:43,2017-06-01 16:23:36,1,19.3,2,N,238,132,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,June,Thursday,0 days 01:27:53,87.88333333333334,238 132,19.47,53.86111111111111,0
81,3571,183837,2,2017-01-08 13:11:11,2017-01-08 13:43:52,1,17.28,2,N,100,132,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,January,Sunday,0 days 00:32:41,32.68333333333333,100 132,17.2175,35.22083333333333,0
82,3583,45529082,1,2017-05-27 12:12:12,2017-05-27 13:35:41,4,17.4,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,May,Saturday,0 days 01:23:29,83.48333333333333,264 264,3.1791512915129148,15.577552275522754,0
83,3593,64914880,1,2017-07-31 17:47:33,2017-07-31 18:47:22,1,18.4,2,N,132,230,2,52.0,4.5,0.5,0.0,5.76,0.3,63.06,July,Monday,0 days 00:59:49,59.81666666666667,132 230,18.5712,59.59533333333333,1
84,3609,98165974,2,2017-11-19 07:17:16,2017-11-19 07:17:19,1,0.01,2,N,264,239,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,November,Sunday,0 days 00:00:03,0.05,264 239,1.2525,9.204166666666666,0
85,3659,16336525,1,2017-03-10 14:33:35,2017-03-10 15:50:40,1,19.1,2,N,132,230,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,March,Friday,0 days 01:17:05,77.08333333333333,132 230,18.5712,59.59533333333333,0
86,3684,82021457,2,2017-09-29 21:24:47,2017-09-29 22:11:55,1,18.38,2,N,158,132,1,52.0,0.0,0.5,12.26,8.5,0.3,73.56,September,Friday,0 days 00:47:08,47.13333333333333,158 132,18.38,47.13333333333333,0
87,3721,44224444,2,2017-05-23 11:50:23,2017-05-23 12:33:21,5,19.18,2,N,166,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,May,Tuesday,0 days 00:42:58,42.96666666666667,166 132,19.026666666666667,41.611111111111114,0
72,3112,87758763,1,2017-10-18 11:59:22,2017-10-18 12:48:32,1,25.7,2,N,132,231,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,October,Wednesday,0 days 00:49:10,49.166666666666664,132 231,20.46,51.75833333333333,0
73,3277,4287182,2,2017-01-23 20:49:08,2017-01-23 21:22:46,1,17.05,2,N,132,158,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92,January,Monday,0 days 00:33:38,33.63333333333333,132 158,22.7,49.7375,0
74,3288,66798269,1,2017-08-07 10:20:05,2017-08-07 10:20:53,1,0.1,2,N,162,163,1,52.0,0.0,0.5,8.0,5.76,0.3,66.56,August,Monday,0 days 00:00:48,0.8,162 163,0.7352941176470589,10.966666666666667,0
75,3304,80341763,2,2017-09-24 13:11:57,2017-09-24 14:05:16,1,17.42,2,N,132,237,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,September,Sunday,0 days 00:53:19,53.31666666666667,132 237,19.540000000000003,56.47222222222223,0
76,3325,18828344,1,2017-03-06 14:21:20,2017-03-06 15:16:52,1,21.8,2,N,132,161,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34,March,Monday,0 days 00:55:32,55.53333333333333,132 161,18.601666666666667,46.481944444444444,0
77,3341,81022661,2,2017-09-26 20:02:14,2017-09-26 20:45:09,2,21.03,2,N,132,239,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,September,Tuesday,0 days 00:42:55,42.916666666666664,132 239,20.90125,44.8625,0
78,3402,312631,2,2017-01-08 20:43:00,2017-01-08 21:15:12,5,17.77,2,N,132,140,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,January,Sunday,0 days 00:32:12,32.2,132 140,19.293333333333333,36.791666666666664,0
79,3426,65142924,2,2017-08-01 13:01:36,2017-08-01 13:48:04,1,18.78,2,N,132,125,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,August,Tuesday,0 days 00:46:28,46.46666666666667,132 125,18.736666666666668,53.12222222222223,0
64,2857,27272571,1,2017-04-02 20:58:16,2017-04-02 21:40:58,1,18.3,2,N,132,232,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,April,Sunday,0 days 00:42:42,42.7,132 232,18.3,37.55,0
65,2938,9471166,1,2017-02-10 08:55:02,2017-02-10 09:16:44,1,3.8,2,Y,106,231,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99,February,Friday,0 days 00:21:42,21.7,106 231,3.8,21.7,1
66,2951,50888799,2,2017-06-16 05:58:49,2017-06-16 06:36:16,1,17.73,2,N,132,162,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,June,Friday,0 days 00:37:27,37.45,132 162,17.082857142857144,43.996428571428574,0
67,2966,60936598,1,2017-07-18 02:18:13,2017-07-18 02:48:05,1,21.3,2,N,132,231,1,52.0,0.0,0.5,10.0,0.0,0.3,62.8,July,Tuesday,0 days 00:29:52,29.866666666666667,132 231,20.46,51.75833333333333,0
68,3023,31307820,1,2017-04-17 14:24:31,2017-04-17 15:29:05,1,16.9,2,N,230,132,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,April,Monday,0 days 01:04:34,64.56666666666666,230 132,18.14875,56.849999999999994,0
69,3057,25886414,1,2017-03-29 19:54:49,2017-03-29 20:36:05,2,17.2,2,N,132,162,2,52.0,4.5,0.5,0.0,5.76,0.3,63.06,March,Wednesday,0 days 00:41:16,41.266666666666666,132 162,17.082857142857144,43.996428571428574,1
70,3058,73490580,2,2017-09-01 08:43:35,2017-09-01 09:25:21,2,18.85,2,N,132,148,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,September,Friday,0 days 00:41:46,41.766666666666666,132 148,17.994285714285716,46.34047619047619,1
71,3103,79314289,2,2017-09-21 07:33:48,2017-09-21 08:27:55,1,18.67,2,N,132,249,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,September,Thursday,0 days 00:54:07,54.11666666666667,132 249,18.7325,48.11666666666667,1
120,5429,104244836,2,2017-12-09 11:56:56,2017-12-09 11:58:13,1,0.02,2,N,186,186,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,December,Saturday,0 days 00:01:17,1.2833333333333334,186 186,0.7599999999999999,7.662121212121212,0
121,5457,9829922,2,2017-02-11 07:27:35,2017-02-11 07:55:16,1,16.51,2,N,132,137,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,February,Saturday,0 days 00:27:41,27.683333333333334,132 137,16.720000000000002,29.200000000000003,0
122,5495,348388,2,2017-01-09 00:04:42,2017-01-09 00:38:10,1,20.75,2,N,132,238,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,January,Monday,0 days 00:33:28,33.46666666666667,132 238,20.8375,43.775,0
123,5526,20159085,1,2017-03-10 04:29:08,2017-03-10 04:54:48,1,15.9,2,N,234,132,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34,March,Friday,0 days 00:25:40,25.666666666666668,234 132,17.419999999999998,48.6,0
124,5566,2022728,2,2017-01-21 16:15:58,2017-01-21 17:17:44,1,21.95,2,N,132,163,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,January,Saturday,0 days 01:01:46,61.766666666666666,132 163,19.229,52.94166666666666,0
125,5580,44263972,1,2017-05-23 14:18:08,2017-05-23 15:18:09,1,17.3,2,N,132,148,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,May,Tuesday,0 days 01:00:01,60.016666666666666,132 148,17.994285714285716,46.34047619047619,0
126,5596,65118492,1,2017-08-01 12:54:49,2017-08-01 13:41:45,1,21.4,2,N,132,79,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,August,Tuesday,0 days 00:46:56,46.93333333333333,132 79,19.43166666666667,47.275,0
127,5718,54827552,2,2017-06-27 14:41:50,2017-06-27 15:55:58,1,22.44,2,N,132,230,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,June,Tuesday,0 days 01:14:08,74.13333333333334,132 230,18.5712,59.59533333333333,0
112,4981,12362962,1,2017-02-16 19:05:05,2017-02-16 19:58:39,1,16.5,2,N,233,132,1,52.0,4.5,0.5,8.16,5.54,0.3,71.0,February,Thursday,0 days 00:53:34,53.56666666666667,233 132,17.40888888888889,58.47962962962962,1
113,5019,2135211,1,2017-01-21 22:09:19,2017-01-21 22:40:22,1,17.6,2,N,132,230,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89,January,Saturday,0 days 00:31:03,31.05,132 230,18.5712,59.59533333333333,0
114,5091,23188698,2,2017-03-20 13:46:15,2017-03-20 14:43:32,2,18.62,2,N,231,132,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,March,Monday,0 days 00:57:17,57.28333333333333,231 132,17.02,54.72916666666667,0
115,5139,2541931,1,2017-01-10 13:53:29,2017-01-10 14:43:50,1,17.9,2,N,132,230,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,January,Tuesday,0 days 00:50:21,50.35,132 230,18.5712,59.59533333333333,0
116,5199,44666982,2,2017-05-24 18:25:12,2017-05-24 19:30:30,1,16.44,2,N,170,132,1,52.0,4.5,0.5,12.57,5.54,0.3,75.41,May,Wednesday,0 days 01:05:18,65.3,170 132,16.095,43.40625,1
117,5200,90105531,1,2017-10-25 18:08:16,2017-10-25 18:08:35,1,0.1,2,N,132,132,1,52.0,4.5,0.5,5.0,5.76,0.3,68.06,October,Wednesday,0 days 00:00:19,0.31666666666666665,132 132,3.848235294117647,4.954901960784314,1
118,5323,50667463,1,2017-06-15 15:12:43,2017-06-15 16:25:51,1,18.8,2,N,132,87,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,June,Thursday,0 days 01:13:08,73.13333333333334,132 87,19.96,50.68611111111111,0
119,5360,90387122,1,2017-10-26 15:07:36,2017-10-26 16:18:57,2,18.3,2,N,132,161,1,52.0,0.0,0.5,5.0,5.76,0.3,63.56,October,Thursday,0 days 01:11:21,71.35,132 161,18.601666666666667,46.481944444444444,0
104,4481,24079465,2,2017-03-23 05:50:18,2017-03-23 06:20:29,1,17.75,2,N,100,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,March,Thursday,0 days 00:30:11,30.183333333333334,100 132,17.2175,35.22083333333333,0
105,4669,38607157,2,2017-05-06 14:48:13,2017-05-06 15:40:59,2,9.76,2,N,93,163,1,52.0,0.0,0.5,15.84,0.0,0.3,68.64,May,Saturday,0 days 00:52:46,52.766666666666666,93 163,9.76,52.766666666666666,0
106,4770,96120588,2,2017-11-13 06:34:10,2017-11-13 07:06:13,1,18.77,2,N,262,132,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,November,Monday,0 days 00:32:03,32.05,262 132,20.335,32.025,1
107,4806,29968913,2,2017-04-13 14:36:48,2017-04-13 15:23:52,2,17.1,2,N,161,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,April,Thursday,0 days 00:47:04,47.06666666666667,161 132,17.1625,56.55,0
108,4861,45088183,2,2017-05-25 22:18:05,2017-05-25 22:52:09,6,20.03,2,N,132,140,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,May,Thursday,0 days 00:34:04,34.06666666666667,132 140,19.293333333333333,36.791666666666664,0
109,4895,106480363,2,2017-12-15 22:19:49,2017-12-15 23:11:32,6,17.29,2,N,186,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,December,Friday,0 days 00:51:43,51.71666666666667,186 132,17.096,42.92,0
110,4900,68708958,1,2017-08-14 10:32:05,2017-08-14 11:17:38,2,17.7,2,N,132,162,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,August,Monday,0 days 00:45:33,45.55,132 162,17.082857142857144,43.996428571428574,0
111,4969,92987697,2,2017-11-03 15:01:15,2017-11-03 15:55:47,1,17.34,2,N,132,229,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,November,Friday,0 days 00:54:32,54.53333333333333,132 229,18.49,47.61388888888889,0
96,4191,36018976,2,2017-04-28 08:41:44,2017-04-28 09:24:20,4,16.64,2,N,107,132,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,April,Friday,0 days 00:42:36,42.6,107 132,16.755,50.75416666666666,1
97,4203,67385876,2,2017-08-09 12:52:52,2017-08-09 13:36:43,2,19.26,2,N,132,246,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,August,Wednesday,0 days 00:43:51,43.85,132 246,18.515,66.3,0
98,4212,54288030,2,2017-06-25 22:49:50,2017-06-25 23:45:10,1,18.65,2,N,132,125,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,June,Sunday,0 days 00:55:20,55.333333333333336,132 125,18.736666666666668,53.12222222222223,0
99,4280,98410584,2,2017-11-20 05:44:01,2017-11-20 06:16:08,2,16.32,2,N,132,230,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,November,Monday,0 days 00:32:07,32.11666666666667,132 230,18.5712,59.59533333333333,0
100,4308,10003660,2,2017-02-11 17:32:47,2017-02-11 18:33:47,1,17.63,2,N,230,132,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34,February,Saturday,0 days 01:01:00,61.0,230 132,18.14875,56.849999999999994,0
101,4357,32264670,1,2017-04-20 06:25:44,2017-04-20 07:22:48,1,18.6,2,N,132,262,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,April,Thursday,0 days 00:57:04,57.06666666666667,132 262,19.165,49.93125,1
102,4362,38921983,2,2017-05-07 12:11:59,2017-05-07 13:13:48,1,19.53,2,N,132,113,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,May,Sunday,0 days 01:01:49,61.81666666666667,132 113,18.302,40.70666666666666,0
103,4426,113439083,1,2017-01-07 18:18:12,2017-01-07 19:01:06,2,17.7,2,N,132,74,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34,January,Saturday,0 days 00:42:54,42.9,132 74,17.25,37.3,0
152,6956,5073499,1,2017-01-29 09:58:04,2017-01-29 10:29:40,1,16.4,2,N,132,163,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34,January,Sunday,0 days 00:31:36,31.6,132 163,19.229,52.94166666666666,0
